,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Coin
0,0.005188,0.012993,0.005188,0.008128,682,36654,0.022742,0.023939,0.017252,0.017294999999999998,1674,169490,0.015969,0.016099,0.015749,0.015752000000000002,264,123621,0.005593,0.00814,0.005593,0.006261,366,43299,0.109849,0.113632,0.090214,0.097995,16239,1237870,,,,,,,SYNX
0,0.303976,0.313636,0.254641,0.288304,366253,-,0.126085,0.152078,0.125038,0.1343,116850,8628060,,,,,,,,,,,,,,,,,,,,,,,,,ARY
0,0.016108,0.01622,0.011822,0.013737000000000001,303295,-,0.006843,0.006998,0.005635,0.005691,49789,7184920,0.082931,0.091153,0.065377,0.072167,1056340,87077900,0.006963,0.007106,0.006118,0.006132,132606,7310700,,,,,,,,,,,,,AIR
0,0.110484,0.384568,0.110384,0.197757,23209,2459510,0.149056,0.167177,0.108892,0.11141600000000002,2086,3318180,1.53,1.74,1.04,1.44,32569,20065900,0.547182,0.579232,0.546566,0.56625,1135,7395940,,,,,,,,,,,,,HBT
0,0.350334,0.350334,0.341737,0.341737,2595,-,0.566659,0.567831,0.370055,0.479177,4507,4410760,0.381401,0.446379,0.349192,0.413124,4910,3111340,2.38,2.48,1.62,2.38,51317,23456500,,,,,,,,,,,,,CVCOIN
0,0.056163,0.107119,0.056163,0.088768,385307,-,0.039036,0.062381,0.039036,0.059565,1136130,12659600,,,,,,,,,,,,,,,,,,,,,,,,,HAC
0,0.103894,0.200431,0.088786,0.13588499999999998,523864,-,0.141505,0.150367,0.133559,0.14060599999999998,35260,14198100,,,,,,,,,,,,,,,,,,,,,,,,,HORSE
0,1.93,2.38,1.92,2.27,112613,-,10.67,12.06,10.54,11.09,589588,19142200,1.53,1.74,1.36,1.4,111374,4904000,,,,,,,,,,,,,,,,,,,BWK
0,0.02103,0.074476,0.017959,0.045876,230357,-,0.065809,0.075867,0.064643,0.06916900000000001,20936,1434460,0.271294,0.27985,0.186653,0.231587,232873,7236830,0.240627,0.252396,0.225302,0.23925500000000002,9458,7563350,,,,,,,,,,,,,ELIX
0,0.329506,0.557483,0.321146,0.522119,15471,213396,0.755197,0.75638,0.674972,0.722468,1566,489084,1.67,2.14,1.67,1.8,47204,1080250,2.16,3.02,2.12,2.7,374956,2070470,2.3,2.5,2.19,2.48,29426,7660240,,,,,,,TKS
0,1.17,1.26,1.15,1.25,603047,-,1.43,1.45,1.32,1.32,565252,-,0.349275,0.411458,0.337779,0.408742,71790,7410620,,,,,,,,,,,,,,,,,,,ATN
0,0.110549,0.158799,0.110549,0.149482,60084,7738430,0.174383,0.241575,0.168088,0.22178,181042,12206800,0.365267,0.365267,0.302421,0.3353,14543,25568700,0.151502,0.159945,0.138975,0.14657,2220,10605100,,,,,,,,,,,,,CSNO
0,1.02,1.24,0.907367,1.17,1792080,-,0.898082,0.909313,0.777131,0.8371209999999999,3101580,18790900,,,,,,,,,,,,,,,,,,,,,,,,,PUT
0,0.058292,0.075955,0.058205,0.075955,1059090,-,0.299993,0.309236,0.245613,0.284451,806086,36118300,0.059158,0.060918,0.051462,0.056446,50125,7596580,,,,,,,,,,,,,,,,,,,BNTY
0,0.160707,0.164815,0.13359,0.152887,1039850,-,0.10493,0.118658,0.084502,0.09438400000000001,878597,24069800,,,,,,,,,,,,,,,,,,,,,,,,,HOT
0,1.13,1.21,0.831682,1.16,558166,-,1.3,1.38,1.27,1.31,938846,50008900,0.615567,0.684365,0.580944,0.653399,5242990,24410800,0.224266,0.23062,0.197528,0.224825,2232680,9219820,,,,,,,,,,,,,ATB
0,0.292053,0.330761,0.292053,0.330761,862413,-,0.113295,0.120439,0.088948,0.11373399999999999,62480,7128340,,,,,,,,,,,,,,,,,,,,,,,,,EVE
0,0.003998,0.006316,0.003684,0.005724,66007,70665,0.005919,0.005919,0.00472,0.005587,480,123136,0.033633,0.033633,0.023387,0.028627,115732,709983,0.00683,0.00746,0.006046,0.007086,417,146397,0.005324,0.005452,0.003891,0.004071,177,117305,0.005142,0.005518,0.004741,0.0050490000000000005,654,123413,XST
0,0.014413,0.014855,0.014412,0.014855000000000002,15625,-,0.009128,0.009129,0.007375,0.007976,730,402395,0.004539,0.006328,0.004539,0.006268999999999999,1157,200850,0.014932,0.029045,0.013518,0.018819,11039,661206,0.142049,0.177484,0.129012,0.140646,204249,6390960,,,,,,,SEQ
0,5.7e-05,7.9e-05,5.6e-05,7e-05,821,20573,0.000572,0.000606,0.000463,0.00046699999999999997,13798,208375,0.000658,0.000673,0.000589,0.000648,1956,239426,0.000224,0.000224,0.000178,0.000192,295,81474,0.000113,0.000135,0.000113,0.000135,105,41339,0.000199,0.000213,0.00018,0.000213,284,72660,PINK
0,0.161983,0.490324,0.16185,0.336619,136233,-,0.285493,0.289023,0.245372,0.24635100000000001,43088,23395300,0.24128,0.264723,0.240538,0.24684499999999998,96463,19428800,0.147575,0.147846,0.134836,0.13707,23507,11426600,,,,,,,,,,,,,QAU
0,0.693261,1.09,0.684387,0.891086,169077,-,2.13,2.42,1.66,2.28,157776,19800500,1.06,1.06,0.809377,0.9903770000000001,36329,9830950,,,,,,,,,,,,,,,,,,,LOC
0,2.45,2.65,2.15,2.19,1632900,-,0.723756,0.733118,0.606594,0.625224,169184,14061900,0.994085,1.04,0.950826,0.9730709999999999,419578,19314100,0.683503,0.756017,0.677782,0.7072930000000001,759420,13279800,,,,,,,,,,,,,MYST
0,0.087532,0.122927,0.087105,0.118994,6963540,-,0.011536,0.011635,0.009628,0.010435999999999999,3833740,9049190,,,,,,,,,,,,,,,,,,,,,,,,,LDC
0,17.54,60.99,17.39,32.03,355546,-,15.18,16.62,14.12,15.51,116875,12240700,3.95,4.18,3.92,4.01,74547,6473240,,,,,,,,,,,,,,,,,,,POLIS
0,9.32,12.32,7.89,10.75,203238,-,19.55,20.71,17.93,19.32,207414,5655840,22.15,24.64,13.98,17.54,351871,17370700,,,,,,,,,,,,,,,,,,,GBX
0,1.58,1.8,1.48,1.76,144393,-,0.621986,0.820069,0.46633,0.820069,28071,9867790,0.606793,0.623464,0.467769,0.545967,1236450,10022200,,,,,,,,,,,,,,,,,,,B2B
0,3.3,4.15,2.94,3.23,45014,5134330,2.36,2.71,2.36,2.7,8280,5982150,2.27,2.38,2.03,2.03,12228,5951960,8.3,9.34,7.56,9.34,203483,23245400,,,,,,,,,,,,,MYB
0,0.037572,0.06483,0.037562,0.06483,295,1185,0.204545,0.219623,0.114335,0.121174,383,20135,0.132726,0.683852,0.132005,0.49317700000000003,10660,34846,0.47973,0.586907,0.412739,0.499025,7179,234390,7.63,7.94,7.08,7.22,43508,8549450,,,,,,,XLR
0,0.024178,0.024329,0.023125,0.024215,28580,-,0.008686,0.010225,0.008399,0.009538,6926,2284680,0.060851,0.063012,0.050831,0.060694000000000005,81973,16005900,0.029521,0.030466,0.02754,0.028183999999999997,4814100,7765130,,,,,,,,,,,,,HGT
0,0.798563,0.871507,0.638735,0.70407,4973,1112890,0.110552,0.110788,0.082394,0.08239400000000001,423,159766,0.042259,0.04283,0.034568,0.035364,108,66000,0.009793,0.010229,0.005037,0.008551000000000001,25,15356,0.014509,0.014622,0.011833,0.011847,175,364857,0.020311,0.02044,0.020174,0.020372,792,536854,CURE
0,0.251421,0.302473,0.157354,0.20512199999999997,29538,-,0.124095,0.129092,0.110329,0.11218099999999999,27100,9349680,,,,,,,,,,,,,,,,,,,,,,,,,TRF
0,7469.41,7610.49,7457.75,7610.49,15317,-,12529.6,13537.1,11180.1,11693.1,87194,-,12277.3,12436.2,10647.4,10968.3,67769,18501800,,,,,,,,,,,,,,,,,,,RMC
0,0.047631,0.085336,0.047631,0.05366,5628,24732,0.026548,0.037248,0.022595,0.027426999999999997,2786,23690,0.017277,0.021375,0.01708,0.021321,409,25933,0.014819,0.01864,0.014408,0.015929,329,30737,0.020574,0.02681,0.01935,0.01935,481,49181,0.041659,0.045412,0.04065,0.04079,479,102275,GEO
0,0.264667,0.360843,0.248407,0.357603,21603900,-,0.086607,0.092969,0.082729,0.083231,162280,14763900,,,,,,,,,,,,,,,,,,,,,,,,,COFI
0,0.227231,0.275397,0.160617,0.21746300000000002,31692,-,0.578617,0.681108,0.544802,0.564507,557011,28976200,0.200924,0.214039,0.180792,0.194537,1206040,10286400,,,,,,,,,,,,,,,,,,,SPF
0,0.002657,0.008224,0.002003,0.004581,4520,5500,0.005065,0.005067,0.002223,0.004879,443,13734,0.002935,0.003561,0.001902,0.00193,149,8807,0.002519,0.002644,0.002496,0.00263,31,7672,0.010151,0.010199,0.009212,0.009212,8,31296,0.307355,0.343002,0.279751,0.29936599999999997,9789,947557,SPHR
0,0.326432,0.359352,0.290613,0.312245,232043,-,0.145222,0.150808,0.128168,0.144679,70314,5122600,,,,,,,,,,,,,,,,,,,,,,,,,IPBC
0,4.22,4.25,4.04,4.25,-,1155160,4.19,4.27,4.06,4.21,-,1192870,5.91,6.13,5.67,5.9,-,1928590,4.1,4.25,3.89,4.04,-,1882640,3.99,4.23,3.85,3.99,51104,3085490,0.429654,0.432286,0.42669,0.42996999999999996,410,440736,NVC
0,0.076406,0.077359,0.076406,0.07726,11905500,-,0.258544,0.261352,0.231571,0.239855,1243820,9635100,,,,,,,,,,,,,,,,,,,,,,,,,ZLA
0,0.001805,0.003864,0.001805,0.0038640000000000002,13933,-,0.020785,0.024232,0.018079,0.020987000000000002,13408,696513,0.908349,1.05,0.800648,0.9037360000000001,96789,30438500,,,,,,,,,,,,,,,,,,,BLUE
0,0.002381,0.003481,0.002356,0.0032359999999999997,823,15916,0.000885,0.001562,0.00088,0.00128,1313,23061,0.000342,0.000461,0.000328,0.000333,946,18070,2e-05,2.6e-05,2e-05,2.1e-05,5,1654,0.000171,0.000213,0.000146,0.000149,97,22754,0.000186,0.000227,0.000186,0.000227,43,26176,DOPE
0,0.002326,0.003417,0.002158,0.003258,13349,-,0.004489,0.005118,0.004489,0.004579,15748,1998440,0.02217,0.023915,0.017264,0.020505000000000002,527893,19389700,0.002676,0.002702,0.002566,0.002675,46044,4057490,,,,,,,,,,,,,BTCZ
0,0.000436,0.00048,0.000394,0.000446,9182,-,0.000334,0.000383,0.000314,0.000343,173,133473,0.000283,0.000288,0.000282,0.000288,4,113282,0.000234,0.000283,0.000225,0.000227,18,93783,8.4e-05,8.5e-05,7.5e-05,7.7e-05,14,33642,0.000762,0.00081,0.000741,0.000789,5453,304881,COVAL
0,3.5e-05,3.5e-05,2.8e-05,2.8999999999999997e-05,11160,304416,7e-07,9.7e-07,6.7e-07,6.7e-07,253,19139,1.5e-05,1.6e-05,1.3e-05,1.4999999999999999e-05,1897,468582,2e-05,2.4e-05,1.7e-05,2.1e-05,2360,652616,5e-06,7e-06,5e-06,7.000000000000001e-06,1039,158841,2e-06,3e-06,2e-06,2e-06,71,57436,PND
0,0.078971,0.245584,0.078971,0.174815,64082,-,0.083382,0.086811,0.081318,0.08665700000000001,6993,1443780,0.308341,0.46637,0.275727,0.336005,21499,6218300,0.336824,0.365701,0.3057,0.35108,223,7046200,,,,,,,,,,,,,CHIPS
0,0.415951,0.415951,0.215064,0.394436,323580,-,0.145899,0.191371,0.131152,0.170025,9254,1929520,0.852596,0.852596,0.603442,0.616643,104414,11275600,,,,,,,,,,,,,,,,,,,ATL
0,0.667544,0.859993,0.57861,0.816014,433614,1065210,0.154131,0.154131,0.139679,0.139702,89631,1492160,0.053303,0.059129,0.052671,0.05355,14353,1394500,0.017238,0.017517,0.015092,0.016721,3058,415891,0.005328,0.005328,0.004796,0.005011,333,209045,0.008047,0.008342,0.007115,0.0073409999999999994,823,333605,MAX
0,0.730442,0.808873,0.670572,0.803381,1717320,-,0.251527,0.308981,0.242233,0.293566,576205,8404280,,,,,,,,,,,,,,,,,,,,,,,,,AID
0,4.52,4.54,4.35,4.4,950718,-,2.61,3.16,2.09,3.03,532097,15643600,2.98,3.95,2.91,3.76,3167920,17877200,2.02,2.03,1.95,1.96,52509,12117200,,,,,,,,,,,,,AVT
0,1.91,7.3,1.91,2.56,74776,-,2.58,2.64,2.2,2.6,24276,4429430,,,,,,,,,,,,,,,,,,,,,,,,,MNTP
0,0.092178,0.126682,0.080995,0.11458399999999999,151573,-,0.292349,0.309003,0.202244,0.303595,132181000,51193000,0.031639,0.033194,0.027389,0.031830000000000004,353296,5540290,,,,,,,,,,,,,,,,,,,WRC
0,0.010451,0.066462,0.008396,0.035248,15384,-,0.016191,0.017703,0.014681,0.016638999999999998,24009,4857150,0.109899,0.12235,0.104638,0.121097,9315,32969600,,,,,,,,,,,,,,,,,,,XNN
0,0.232616,0.273534,0.230075,0.27031900000000003,20199,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPX
0,5.6e-05,9.6e-05,5.1e-05,9.2e-05,106,-,4.9e-05,5.5e-05,3.7e-05,5.1e-05,59,-,3.6e-05,5e-05,3.3e-05,4e-05,244,-,6.3e-05,7.2e-05,5.8e-05,6.1e-05,102,-,4.9e-05,5.7e-05,4.9e-05,5e-05,125,-,0.000227,0.000317,0.000223,0.000288,4887,44529,DOT
0,0.112017,0.146918,0.110898,0.146918,8548340,-,0.095367,0.103818,0.08626,0.102663,428930,10942800,0.046862,0.047836,0.0314,0.034676,110844,8751280,,,,,,,,,,,,,,,,,,,ERO
0,1.62,1.68,1.39,1.53,235359,-,0.55358,0.605806,0.537833,0.560613,1183770,6366160,,,,,,,,,,,,,,,,,,,,,,,,,EZT
0,2.9,2.9,1.3,1.47,1663,32882,4.03,4.17,1.95,4.09,624,-,6.26,7.76,6.08,7.11,825,-,2.19,4.23,2.19,3.7,81052,-,2.3,2.42,2.18,2.35,424671,4179890,,,,,,,IOP
0,0.110595,0.110595,0.095618,0.097127,28433,-,0.033878,0.034832,0.032897,0.033495,1303000,6292820,,,,,,,,,,,,,,,,,,,,,,,,,LALA
0,0.012451,0.012452,0.010726,0.010745000000000001,3551,-,0.016361,0.021641,0.015852,0.020307,61251,1636990,0.035703,0.036647,0.026517,0.03481,3793,3574900,0.022627,0.038751,0.022286,0.025065,2335,2268270,0.055154,0.067857,0.052544,0.067537,6982,5541650,,,,,,,ATMS
0,0.094459,0.100205,0.090604,0.09060399999999999,280064,-,0.034358,0.03649,0.028869,0.032425,10057,5530230,,,,,,,,,,,,,,,,,,,,,,,,,XNK
0,0.07842,0.079388,0.077413,0.077681,606,-,0.065464,0.06822,0.06535,0.067661,353,238389,0.088135,0.096338,0.085525,0.095135,4829,405594,0.08741,0.091991,0.084965,0.091991,479,595317,0.06738,0.067442,0.065679,0.066734,0,522254,0.589827,0.620952,0.582062,0.608947,32970,9313310,OBITS
0,1.39,1.59,1.37,1.59,32846,-,0.465878,0.588562,0.411194,0.49981099999999995,5058030,11030400,0.213191,0.247539,0.206051,0.24564499999999997,516195,5229490,,,,,,,,,,,,,,,,,,,SXUT
0,0.049115,0.056917,0.049115,0.053783000000000004,352897,-,0.020572,0.026457,0.01847,0.019091999999999998,62951,6171560,,,,,,,,,,,,,,,,,,,,,,,,,GETX
0,0.000136,0.00029,0.000129,0.000184,808,5810,9.9e-05,0.000118,5e-05,0.000105,1070,12388,4.9e-05,6e-05,4.7e-05,5.2000000000000004e-05,137,14263,1.8e-05,4.8e-05,1.5e-05,1.6e-05,184,8749,,,,,,,,,,,,,GRE
0,0.435806,0.447694,0.390367,0.43436499999999995,94539,3050640,0.535024,0.568429,0.504955,0.5453180000000001,65896,3745170,3.52,3.71,3.0,3.38,441966,24620000,,,,,,,,,,,,,,,,,,,POLL
0,0.62212,0.626557,0.467347,0.559859,9317,-,2.15,2.34,1.86,2.19,36909,29349600,0.410689,0.473718,0.402447,0.464822,202181,5598320,,,,,,,,,,,,,,,,,,,PKT
0,0.000197,0.00046,0.00019,0.000295,414,54097,0.000316,0.000395,0.000245,0.00025299999999999997,1064,13061,0.000257,0.000267,0.000238,0.000264,98,19792,0.000193,0.000196,0.000149,0.000149,42,73031,7.9e-05,7.9e-05,6.6e-05,6.9e-05,63,37958,0.000135,0.000141,0.000133,0.00014,40,89966,ABY
0,0.393854,0.397153,0.378373,0.378373,31236,-,0.256291,0.308672,0.25274,0.274794,242933,8117670,0.841544,1.14,0.802164,0.9787399999999999,11034500,31229600,,,,,,,,,,,,,,,,,,,CAG
0,0.238685,0.396372,0.230111,0.278798,1072350,-,0.085637,0.097074,0.084123,0.093695,1756210,-,0.027304,0.031194,0.027242,0.031194,1190830,4614970,,,,,,,,,,,,,,,,,,,REBL
0,0.153823,0.205667,0.104616,0.154967,132164,192079,0.033681,0.043562,0.033419,0.043555,309,44508,0.106026,0.126744,0.090903,0.10263900000000001,2171,168468,0.035234,0.035446,0.029429,0.03431,441,61513,0.006188,0.010057,0.005069,0.0052840000000000005,263,11075,0.016023,0.016067,0.01353,0.013555000000000001,5,29337,KORE
0,1.01,3.28,0.829978,0.976176,99632,-,1.0,1.02,0.988139,1.0,177771,2243820,1.0,1.01,0.986392,0.9908,411346,2245900,1.0,1.03,0.990709,0.9979530000000001,9027,1961680,0.997398,0.99937,0.990109,0.9946889999999999,3209,566507,0.936798,1.0,0.914217,0.984079,24349,709235,USNBT
0,3.04,3.35,2.78,2.78,130492,-,3.51,4.15,3.15,3.87,29265,11627700,,,,,,,,,,,,,,,,,,,,,,,,,ASTRO
0,4.48,5.06,4.15,4.45,92849,-,2.01,2.07,1.02,1.02,5470,20888700,0.457449,0.468291,0.423387,0.428371,5577,4750340,,,,,,,,,,,,,,,,,,,GET
0,0.431767,0.4331,0.430985,0.431775,28140,-,0.24103,0.285803,0.235357,0.252058,13519,1510800,0.113625,0.173389,0.113616,0.161804,3607,712211,0.055565,0.06388,0.05089,0.062828,24,348283,0.571871,0.573544,0.451869,0.50631,116661,3584530,,,,,,,BRX
0,0.078844,0.079034,0.076969,0.077146,8512,-,0.068893,0.077307,0.060011,0.06542,2581,-,0.069361,0.078602,0.06689,0.074781,1138,13796,0.013717,0.017594,0.012819,0.015916999999999997,5811,854142,0.033857,0.034816,0.03001,0.03274,3202,481656,0.065767,0.069798,0.065767,0.06886,8238,3519080,QWARK
0,0.003469,0.003928,0.002918,0.003331,2642,-,0.003231,0.003395,0.002817,0.002886,817,37267,0.002571,0.002678,0.001995,0.002527,73,30706,0.001638,0.001656,0.001637,0.001652,15,19587,0.003175,0.003317,0.00315,0.0032090000000000005,7,38611,0.392725,0.409153,0.359772,0.40834000000000004,740988,8531650,MEME
0,0.114543,0.196763,0.114543,0.195193,9082,-,0.402103,0.4235,0.388881,0.39371799999999996,37306,1692580,2.33,2.53,2.04,2.19,199942,20071600,,,,,,,,,,,,,,,,,,,PIRL
0,6.3e-07,6.4e-07,4.7e-07,5.4e-07,2957,-,5e-06,5e-06,5e-06,5e-06,7,-,2e-07,2.4e-07,8.2e-08,1.5e-07,36,-,,,,,,,1.1e-05,7.1e-05,9e-06,2.1e-05,1829,221981,,,,,,,ESP
0,0.056521,0.057786,0.039269,0.051965,37435,-,0.038005,0.039252,0.029953,0.035143,77332,5323740,0.022693,0.026136,0.011032,0.0179,5836,3178820,0.038784,0.039456,0.018663,0.028723000000000002,6870,5432900,,,,,,,,,,,,,OPT
0,0.005952,0.006625,0.00589,0.00657,347,65234,0.021566,0.034189,0.018066,0.026289,6922,386226,0.002629,0.005261,0.00189,0.004682,81,84451,0.0005,0.000521,0.000413,0.0004969999999999999,45,26773,0.000448,0.000448,0.000283,0.000363,344,43273,0.000171,0.000231,0.000171,0.000173,148,27746,PTC
0,0.038845,0.042139,0.037707,0.041636,1033600,-,0.019142,0.019142,0.01629,0.017403000000000002,25410,7240440,,,,,,,,,,,,,,,,,,,,,,,,,ADB
0,0.142742,0.175316,0.138202,0.14240899999999998,693393,-,0.040276,0.042294,0.038469,0.039079,33074,5023880,,,,,,,,,,,,,,,,,,,,,,,,,INSTAR
0,0.001554,0.007805,0.001535,0.005587,14913,-,0.02245,0.023322,0.019444,0.019875999999999998,681579,-,0.028696,0.02893,0.024689,0.027562,2038030,17813600,,,,,,,,,,,,,,,,,,,VIU
0,0.071935,0.093615,0.067557,0.079263,681451,-,0.019777,0.021487,0.018818,0.018835,27455,10478900,,,,,,,,,,,,,,,,,,,,,,,,,GAT
0,0.264422,0.297066,0.176614,0.272507,47085,-,0.104039,0.104039,0.086034,0.086034,70894,12286000,0.036984,0.043041,0.03137,0.038865,21514,4367400,,,,,,,,,,,,,,,,,,,LEV
0,6.8e-09,3.9e-08,6.8e-09,2.6e-08,16,-,7.1e-08,8.9e-08,6.6e-08,8.3e-08,17,3909,2e-07,2.5e-07,1.4e-07,2.2e-07,220,16092,6e-08,6.9e-08,5.9e-08,6.099999999999999e-08,27,5369,6.4e-08,8.4e-08,6.4e-08,7.599999999999999e-08,0,6269,8.6e-08,8.7e-08,8.6e-08,8.7e-08,0,8573,BUN
0,0.190779,0.198102,0.190123,0.197061,102013,-,0.391785,0.722438,0.391631,0.628151,43640,1998460,,,,,,,,,,,,,,,,,,,,,,,,,SLT
0,1.3,1.58,1.3,1.46,199375,-,0.805354,0.84557,0.462114,0.6314890000000001,17623,6518530,0.90076,1.21,0.829519,1.06,16338,7290760,,,,,,,,,,,,,,,,,,,DRP
0,0.003751,0.003759,0.002475,0.002751,1102,112523,0.004785,0.005003,0.003381,0.004775,815,33826,0.005121,0.00677,0.004812,0.006231,595,41537,0.001368,0.00141,0.001191,0.001201,185,13566,0.00072,0.000723,0.000708,0.000712,1,9010,0.01385,0.013874,0.012658,0.012678,17,52139,EXCL
0,0.016305,0.018997,0.013685,0.018382,41498,-,0.087289,0.107152,0.059666,0.06587799999999999,134908,6640120,0.145179,0.159085,0.140991,0.157197,35696,11043800,,,,,,,,,,,,,,,,,,,PFR
0,1.74,3.88,1.21,3.16,294867,1093480,2.42,2.56,2.23,2.37,9682,1524220,16.26,34.18,16.0,32.83,260900,10239400,4.89,5.92,4.74,5.31,10186,3081120,,,,,,,,,,,,,INXT
0,1.31,2.08,1.29,1.88,133868,-,0.780773,1.11,0.65307,0.7969569999999999,9347,4877700,0.562421,0.596849,0.393259,0.5768449999999999,3448,3513590,1.07,1.2,1.06,1.11,115032,6658460,,,,,,,,,,,,,TFL
0,0.021016,0.021152,0.010841,0.012246,611,23770,0.011622,0.011624,0.005822,0.005903,2115,17724,0.00212,0.00248,0.002116,0.002175,76,6561,0.000359,0.000616,0.000355,0.000588,161,3045,0.001523,0.001526,0.001256,0.001258,3,19219,0.000879,0.001115,0.000877,0.0009140000000000001,43,11086,NTRN
0,3.82,3.95,3.05,3.16,714525,3442120,8.15,8.21,6.6,6.89,54571,6335960,9.03,9.97,8.7,8.7,50684,7020160,7.07,7.27,6.68,7.05,19087,4971710,,,,,,,,,,,,,APX
0,0.138591,0.169149,0.136188,0.165824,2194,-,0.067789,0.08894,0.058131,0.058876,47433,-,0.054721,0.057994,0.049263,0.049297,10001,6016220,0.083745,0.086448,0.068837,0.071289,42385,14008000,,,,,,,,,,,,,BET
0,1.37,2.09,1.28,1.91,76456,-,0.811363,0.911231,0.792157,0.8915709999999999,12248,2865910,0.327936,0.37386,0.257181,0.36751100000000003,8636,2272190,,,,,,,,,,,,,,,,,,,TRCT
0,0.017027,0.047616,0.007602,0.00955,65037,-,0.008484,0.008484,0.007212,0.007398999999999999,27459,5455480,0.012462,0.020261,0.011543,0.019455,1300350,8013110,0.008238,0.008794,0.007974,0.00834,720777,4109780,,,,,,,,,,,,,VOISE
0,4e-06,4e-06,4e-06,4e-06,8920,99295,1.3e-05,1.3e-05,1.1e-05,1.2e-05,136104,1422670,1e-06,2e-06,1e-06,1e-06,4546,288610,3.8e-07,5.1e-07,3.7e-07,4.6e-07,508,103797,2.1e-07,2.2e-07,1.8e-07,1.9e-07,170,58279,1e-06,1e-06,1e-06,1e-06,2141,371315,TIPS
0,0.372107,0.404041,0.245283,0.25475,1317120,-,0.270561,0.362503,0.263835,0.316713,360846,5027820,0.405397,0.432431,0.296697,0.35117800000000005,87235,7533470,,,,,,,,,,,,,,,,,,,PBL
0,6e-06,1.2e-05,6e-06,6e-06,4742,151632,2.2e-05,3e-05,2.1e-05,2.9999999999999997e-05,5381,592123,3e-06,3e-06,2e-06,2e-06,405,83038,9.3e-07,1e-06,9.1e-07,9.1e-07,26,25257,4e-06,4e-06,4e-06,4e-06,212,125868,7e-06,8e-06,5e-06,5e-06,33,230894,ZEIT
0,0.055425,0.057249,0.050789,0.055185000000000005,2610280,-,0.025632,0.027497,0.013065,0.013115,415835,-,,,,,,,,,,,,,,,,,,,,,,,,,SEXC
0,0.003737,0.014564,0.003719,0.008837000000000001,109707,-,0.016879,0.066698,0.014219,0.017603,19220,31135800,,,,,,,,,,,,,,,,,,,,,,,,,UCASH
0,0.797211,1.28,0.797211,1.28,46969,-,0.297852,0.309,0.232867,0.273904,145095,5108000,,,,,,,,,,,,,,,,,,,,,,,,,SETH
0,0.479297,0.49766,0.469601,0.474655,885373,-,0.17212,0.17212,0.152594,0.161917,43762,6884790,,,,,,,,,,,,,,,,,,,,,,,,,ING
0,0.000324,0.000326,0.000199,0.000199,38,-,0.001534,0.001766,0.000973,0.0011330000000000001,138,143992,0.000986,0.001119,0.000982,0.001118,142,92771,0.001688,0.001758,0.001647,0.0016870000000000001,9,155948,0.001535,0.001792,0.001168,0.001667,302,142577,0.179853,0.183826,0.158907,0.160687,2898,1772110,ERC
0,0.180454,0.180454,0.071208,0.091404,106502,-,0.161284,0.178352,0.142263,0.147463,24088,5382600,0.317668,0.353085,0.279289,0.327187,51068,20256900,,,,,,,,,,,,,,,,,,,DOVU
0,0.00168,0.001848,0.001498,0.001537,-,22562,0.00049,0.000491,0.000367,0.000417,-,9856,0.004384,0.00538,0.004371,0.004661,-,116725,0.114722,0.117045,0.086417,0.10541800000000001,-,3310580,0.015299,0.017109,0.013068,0.016380000000000002,1883,479250,0.003142,0.003169,0.00297,0.003089,66,108881,GLD
0,0.000313,0.000407,0.000313,0.00040599999999999995,312,20927,0.01073,0.022084,0.009606,0.01356,37926,849101,0.011656,0.011981,0.008774,0.010636,27645,771082,0.002472,0.002594,0.002274,0.002454,1001,182985,0.004206,0.004272,0.004018,0.004058,108,323800,0.002142,0.002167,0.001959,0.00209,45,165387,CANN
0,0.017979,0.017984,0.017916,0.017946,15,-,0.016007,0.024482,0.015994,0.016528,12,2600,0.006894,0.00711,0.006894,0.0070599999999999994,0,1615,0.012867,0.019481,0.012772,0.01573,105,3580,0.134264,0.194513,0.08982,0.17740999999999998,400,91663,,,,,,,KB3
0,0.065656,0.2218,0.06513,0.174792,300469,-,0.171169,0.175893,0.160363,0.163456,21078,-,0.175429,0.175429,0.134474,0.144495,47413,1024180,0.117734,0.148622,0.117734,0.125604,267640,1412810,,,,,,,,,,,,,EBST
0,0.000521,0.000521,0.000306,0.00048300000000000003,132,8876,0.000461,0.000569,0.000461,0.000515,548,13396,0.001033,0.001073,0.000964,0.001025,866,76931,7.7e-05,7.8e-05,6.9e-05,7e-05,24,24928,2e-05,2.7e-05,2e-05,2e-05,591,87960,7e-06,1.4e-05,7e-06,8e-06,817,1712200,SPRTS
0,0.006545,0.006545,0.006295,0.006306,539393,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPSX
0,0.155522,0.173182,0.14475,0.16608900000000001,1884,-,0.255387,0.258343,0.193992,0.220338,6150,-,0.193978,0.36478,0.19359,0.28492399999999996,10518,6061900,,,,,,,,,,,,,,,,,,,EVC
0,4.85,6.72,4.83,5.68,32113,513434,1.67,2.22,1.56,1.56,14262,176846,10.69,12.12,10.35,10.92,48204,5781410,,,,,,,,,,,,,,,,,,,MONK
