,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Open,High,Low,Close,Volume,Market Cap,Coin
0,0.181106,0.195782,0.180281,0.195614,27343,-,0.324782,0.394139,0.291443,0.31327699999999997,1616230,14669100,1.05,1.05,0.882375,0.882375,3996970,47348100,,,,,,,,,,,,,,,,,,,BCPT
0,0.419468,0.434642,0.250782,0.30212100000000003,21597500,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP
0,0.275939,0.2858,0.274581,0.284122,682912,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGO
0,0.615847,0.647038,0.610004,0.6469020000000001,491166,-,0.371867,0.387745,0.363154,0.377039,89870,20452700,,,,,,,,,,,,,,,,,,,,,,,,,TOMO
0,9.9e-05,0.000159,8e-05,0.000131,14092,-,0.006927,0.010235,0.00589,0.008337,128186,4502560,0.012694,0.013664,0.011147,0.011836,31217,8250900,0.017888,0.01794,0.015494,0.016144,15580,7611520,,,,,,,,,,,,,XBY
0,0.005198,0.006363,0.003843,0.0038909999999999995,-,4435,0.002924,0.003425,0.002916,0.003001,-,6927,,,,,,,0.011732,0.014075,0.01159,0.013468,3396,111756,0.002162,0.00217,0.002142,0.002146,175,48882,0.000497,0.000588,0.000391,0.00043799999999999997,200,16245,CSC
0,0.166199,0.168445,0.164043,0.166846,1832920,-,0.129841,0.13206,0.111217,0.11671300000000001,147836,34676600,,,,,,,,,,,,,,,,,,,,,,,,,RKT
0,0.056624,0.082633,0.05126,0.068437,120805,9626110,0.07393,0.081617,0.068334,0.07384299999999999,44503,13529200,0.058225,0.063005,0.057051,0.058235,34266,10655100,0.51718,0.556149,0.470321,0.5228619999999999,316066,94643900,,,,,,,,,,,,,WGR
0,0.054621,0.060678,0.03441,0.042845,171009,-,0.033677,0.056291,0.032627,0.05329,1536310,18627800,0.038847,0.04142,0.037159,0.040004000000000005,474809,21560800,0.090468,0.100772,0.080918,0.09753300000000001,1580270,58916600,,,,,,,,,,,,,CDT
0,0.137707,0.144793,0.131801,0.137413,4761390,-,0.081539,0.093273,0.079825,0.08488,3110940,26721200,,,,,,,,,,,,,,,,,,,,,,,,,IHT
0,0.4998,0.68527,0.495439,0.518874,34763400,-,0.31412,0.372041,0.30823,0.35891100000000004,1959050,47118000,,,,,,,,,,,,,,,,,,,,,,,,,INT
0,0.821087,0.825524,0.812855,0.812855,35214,-,0.812467,0.978222,0.774164,0.9585950000000001,38024,22884500,1.35,1.6,1.19,1.6,3171060,41066400,,,,,,,,,,,,,,,,,,,DPY
0,0.778723,1.98,0.497676,0.544856,64558,-,0.222378,0.325271,0.207648,0.291342,1288380,18069100,0.387179,0.412271,0.360533,0.378677,481293,33550000,0.593232,0.733894,0.561714,0.6254109999999999,4964500,52296500,,,,,,,,,,,,,XEL
0,0.024875,0.029752,0.020538,0.020611,3267,-,0.025531,0.029512,0.016773,0.018616,605,819685,0.006743,0.006761,0.005991,0.006067,4,216484,0.029049,0.029116,0.024995,0.027701,915,932651,0.827982,0.843138,0.686983,0.6880890000000001,1393710,26582900,,,,,,,TRIG
0,0.16412,0.172028,0.15998,0.16891199999999998,2209,75046,0.161325,0.162979,0.151903,0.152015,156,53798,0.161286,0.172915,0.157979,0.163144,8183,73331,0.155757,0.167739,0.152567,0.167512,2494,112764,0.163649,0.169401,0.151378,0.160885,829,65143,0.144563,0.161959,0.144563,0.151502,4581,276308,BITCNY
0,0.004625,0.008675,0.004625,0.0075239999999999994,2980,81548,0.015339,0.02512,0.011413,0.011942,19745,681907,0.003502,0.00389,0.003292,0.003348,5124,344185,0.006199,0.006287,0.005419,0.005706,10403,865246,0.001374,0.00142,0.00119,0.001207,1251,250103,0.000563,0.000572,0.000555,0.000557,87,119563,POT
0,0.115178,0.383929,0.115113,0.32906399999999997,5660,357530,1.13,1.28,1.12,1.22,17552,3721830,0.621752,0.678559,0.556396,0.5782729999999999,16099,2327320,4.66,5.13,4.09,4.88,260164,45435600,,,,,,,,,,,,,ONION
0,1.1,1.44,1.1,1.15,5895130,-,0.361343,0.361343,0.315873,0.32961999999999997,232396,30456000,0.185004,0.20754,0.17603,0.207353,681813,28085300,,,,,,,,,,,,,,,,,,,TIO
0,0.009419,0.009429,0.008565,0.009409,629,74890,0.007299,0.007308,0.004906,0.004906000000000001,71,58590,0.026737,0.030729,0.018801,0.019504,1507,214610,0.010252,0.015262,0.010245,0.014122999999999998,2389,104949,0.016396,0.021978,0.016396,0.018133,399,197097,0.531994,0.556424,0.452575,0.453237,11326,7720180,AEON
0,0.110157,0.110176,0.109986,0.11,121,-,0.136987,0.20079,0.131971,0.14141600000000001,292,-,0.237848,0.272956,0.216875,0.22482199999999997,310,-,3.22,3.34,2.7,2.91,3872,-,1.06,1.06,0.948079,0.9616469999999999,2258410,54145200,,,,,,,DCT
0,0.274781,0.349216,0.251678,0.321871,3663160,-,0.095303,0.103733,0.080956,0.085601,417718,11912900,0.1371,0.174419,0.130391,0.162246,878727,44557600,0.149567,0.217845,0.145839,0.182285,7247900,48609300,,,,,,,,,,,,,CFI
0,0.14326,0.198125,0.133182,0.198078,12047800,-,0.107849,0.108202,0.086864,0.101882,1894160,32354800,0.044762,0.049079,0.043987,0.048139,3868440,25281800,,,,,,,,,,,,,,,,,,,GTC
0,0.30716,0.374264,0.30716,0.32964299999999996,18592600,-,0.138779,0.142643,0.133609,0.137259,394131,-,0.086651,0.0933,0.080518,0.083797,320253,30797300,,,,,,,,,,,,,,,,,,,BTO
0,0.078166,0.186217,0.070962,0.08610599999999999,758,-,0.009561,0.010544,0.008901,0.009637999999999999,91,6896,0.001741,0.002185,0.001715,0.0021420000000000002,13,-,0.004122,0.005592,0.003691,0.0042369999999999994,56,-,0.025402,0.02593,0.022902,0.025330000000000002,2032,201866,1.19,1.46,1.19,1.33,326340,13179200,SHIFT
0,0.285362,0.285362,0.231409,0.274978,1490480,-,0.172605,0.180035,0.144027,0.153988,2152080,27499200,0.554805,0.718929,0.514159,0.649069,25983900,90044700,0.133517,0.13795,0.120623,0.121755,5583970,22260000,,,,,,,,,,,,,VIB
0,0.318346,0.328532,0.208294,0.208294,78456,-,0.187779,0.199299,0.164785,0.174044,141748,25123000,0.522049,0.526349,0.405361,0.43520200000000003,891799,70140600,,,,,,,,,,,,,,,,,,,UKG
0,0.026499,0.028772,0.026063,0.028618,171820,-,0.042215,0.043492,0.037286,0.040487,306250,33947100,,,,,,,,,,,,,,,,,,,,,,,,,RVN
0,0.95782,0.95782,0.95782,0.9578200000000001,24966,-,0.968549,1.01,0.918579,0.949961,105091,-,0.942343,0.951924,0.932427,0.9435389999999999,24660,1993230,0.995865,1.01,0.976731,0.9989629999999999,2818,1182840,1.05,1.11,0.914279,0.949667,180522,3617970,,,,,,,SBD
0,2.07,2.08,1.82,1.84,68430,-,,,,,,,0.332874,0.378221,0.3012,0.35385,43442,27320200,,,,,,,,,,,,,,,,,,,SXDT
0,0.240438,0.241614,0.240438,0.241002,610,-,0.154798,0.171038,0.146849,0.153712,204707,11609800,0.183014,0.186437,0.14148,0.144451,218895,13726000,0.184893,0.201737,0.18058,0.183838,419123,13866900,0.167642,0.168378,0.146157,0.149815,3154920,12573200,,,,,,,GUP
0,0.002966,0.00557,0.002674,0.004520000000000001,2096,148311,0.014605,0.015027,0.007678,0.008956,46149,730520,,,,,,,0.006168,0.006814,0.005198,0.006125,1473,310209,0.006623,0.006663,0.005983,0.006006,97,341156,0.015021,0.016882,0.013267,0.015597999999999999,385,787476,FAIR
0,0.071905,0.072916,0.070209,0.07069600000000001,420384,-,0.22421,0.235452,0.208798,0.235452,710953,30754400,0.149987,0.154557,0.143851,0.150661,370009,24426800,0.084397,0.093819,0.084397,0.090633,406792,13744900,,,,,,,,,,,,,HMQ
0,0.280377,0.282019,0.27963,0.280487,14267,-,0.954955,1.01,0.77423,0.839939,196233000,170221000,0.22986,0.233064,0.192653,0.218962,20836300,40972500,,,,,,,,,,,,,,,,,,,INK
0,0.160758,0.173417,0.149558,0.16663699999999998,10037600,-,0.07115,0.073786,0.067443,0.06915700000000001,6692480,-,,,,,,,,,,,,,,,,,,,,,,,,,LET
0,0.002216,0.002239,0.002216,0.002234,241,-,0.007804,0.012047,0.00584,0.01204,339,1442250,0.020746,0.021295,0.015289,0.020367,4386,3833920,0.040631,0.040631,0.035328,0.037953,8150,7508660,0.09578,0.096912,0.081642,0.086572,89724,7878510,0.183442,0.197963,0.181884,0.192828,201527,15089300,AMP
0,0.0932,0.132249,0.086344,0.131358,858640,-,0.172222,0.186549,0.166442,0.175399,22287000,-,,,,,,,,,,,,,,,,,,,,,,,,,EKT
0,0.971281,1.22,0.847645,1.04,416619,-,1.15,1.28,1.14,1.22,345917,27225200,0.702913,0.802999,0.699087,0.767492,268619,16619700,0.971254,1.12,0.921887,1.02,473667,22964400,,,,,,,,,,,,,TKN
0,0.079802,0.08508,0.079194,0.085023,770317,-,0.050587,0.05087,0.047106,0.047624,486444,23041500,,,,,,,,,,,,,,,,,,,,,,,,,REN
0,5.1,6.51,5.04,6.48,-,537306,3.66,3.96,3.25,3.33,4898,481838,2.96,3.28,2.88,2.91,10176,493979,2.27,2.43,2.18,2.31,252,426646,2.16,2.16,1.99,2.06,316,415582,2.03,2.22,1.85,2.22,185,398516,UNO
0,0.101731,0.123073,0.099998,0.123073,8194,-,,,,,,,0.061416,0.061713,0.053737,0.054157000000000004,3224010,-,0.154128,0.165005,0.151615,0.162048,1629580,35670700,,,,,,,,,,,,,YOYOW
0,1.03,1.03,0.850124,0.850124,1222,-,1.18,1.28,1.16,1.28,334378,12338900,0.891052,0.897723,0.617713,0.679404,195512,9356050,6.47,6.54,5.43,5.63,450433,67907600,,,,,,,,,,,,,NET
0,0.011046,0.011046,0.011013,0.011014,92,23124,0.006431,0.00698,0.004111,0.005429,231,15555,,,,,,,0.001429,0.001516,0.001422,0.001503,0,5797,0.000867,0.001598,0.000392,0.001585,88,5052,0.020654,0.02376,0.020572,0.020689,519,227840,CRW
0,0.387355,0.465476,0.385826,0.45433100000000004,2280470,-,0.215166,0.225989,0.206146,0.21266500000000002,977399,-,,,,,,,,,,,,,,,,,,,,,,,,,MOBI
0,0.454052,0.53205,0.426117,0.4807,1203240,-,0.453176,0.468219,0.402082,0.41069799999999995,329299,27398500,,,,,,,,,,,,,,,,,,,,,,,,,HAV
0,0.0404,0.055957,0.039002,0.05165700000000001,41446,-,0.064858,0.067586,0.054221,0.056229999999999995,64205,-,0.187779,0.190638,0.160886,0.168732,68057,64294300,0.069093,0.080638,0.065406,0.077971,134,25018200,,,,,,,,,,,,,COB
0,2e-06,6e-06,1e-06,5e-06,1555,43048,2e-06,3e-06,2e-06,3e-06,41,42049,5e-06,1e-05,4e-06,1e-05,2113,108483,0.000362,0.000368,0.000245,0.000339,412457,8140610,,,,,,,,,,,,,ECA
0,7.2e-09,9.4e-09,7.2e-09,9.4e-09,47,-,6e-09,6.1e-09,5e-09,5e-09,10,-,1.1e-08,1.3e-08,7e-09,7.7e-09,73,-,1.2e-08,1.3e-08,1.2e-08,1.2e-08,23,-,3.4e-09,4.2e-09,3.4e-09,3.4000000000000003e-09,5,-,1.6e-07,1.9e-07,1.6e-07,1.8e-07,2204,-,$PAC
0,0.32664,0.327671,0.293772,0.316473,1766030,-,0.226478,0.242215,0.225302,0.24091100000000001,2281160,51346100,,,,,,,,,,,,,,,,,,,,,,,,,CPC
0,0.059505,0.065439,0.042443,0.065196,334,-,0.027851,0.03045,0.025533,0.028281999999999998,64631,16710700,0.041209,0.042811,0.040521,0.041167,90994,24725200,0.059852,0.067074,0.057817,0.064663,751742,35911200,,,,,,,,,,,,,ADT
0,0.051928,0.067059,0.051928,0.06423,544492,-,0.049186,0.050162,0.047932,0.048843,727726,13612100,,,,,,,,,,,,,,,,,,,,,,,,,ELEC
0,1.1,1.12,1.08,1.11,-,5969080,0.888924,0.926848,0.861616,0.89784,-,5023890,0.591484,0.612662,0.569205,0.605166,-,3611360,0.466548,0.477846,0.434466,0.44432200000000005,-,3302600,2.4,2.51,2.4,2.46,220681,20568000,0.32377,0.330875,0.308454,0.328469,7263,3673280,NMC
0,0.151988,0.162881,0.144643,0.15928499999999998,1255030,-,0.082005,0.084057,0.078168,0.08203300000000001,37144,-,0.070436,0.070436,0.065134,0.070188,5428,-,0.185462,0.264524,0.18422,0.254418,1001340,15867800,0.296765,0.313082,0.283296,0.307197,534650,25390700,,,,,,,1ST
0,2.47,2.86,2.01,2.56,309766,-,2.38,3.2,2.18,2.66,269678,5459950,2.68,2.7,2.48,2.52,93316,6147530,4.96,5.02,4.85,4.91,123025,11406400,,,,,,,,,,,,,LUN
0,0.915159,1.0,0.886178,0.969767,324695,-,1.02,1.04,0.992301,1.03,722646,9541820,0.980283,1.02,0.971189,0.994519,1052580,18278600,,,,,,,,,,,,,,,,,,,DAI
0,0.856623,0.971629,0.854784,0.9716290000000001,18992,-,0.609573,0.692064,0.590526,0.641558,168625,-,,,,,,,,,,,,,,,,,,,,,,,,,DMT
0,2.82,2.84,2.82,2.84,371912,-,0.934932,0.976518,0.728736,0.9674879999999999,18195,-,0.313288,0.342301,0.287663,0.33117399999999997,1704100,21714100,,,,,,,,,,,,,,,,,,,BKX
0,0.320449,0.325071,0.317358,0.325024,49750,-,0.417049,0.423622,0.393441,0.401017,57332,-,0.238378,0.281166,0.233671,0.27762600000000004,23191,-,0.128729,0.156058,0.12869,0.155546,459,-,0.525583,1.14,0.46496,0.5894699999999999,131600,-,0.523741,0.526895,0.510254,0.5148590000000001,134718,45703000,LEO
0,0.332004,0.467562,0.285674,0.434325,11129000,-,0.252089,0.258571,0.216626,0.23687800000000003,198938,-,,,,,,,,,,,,,,,,,,,,,,,,,SPC
0,0.000216,0.000232,0.000163,0.00016299999999999998,6864,-,0.000802,0.001357,0.000768,0.0010429999999999999,23080,1723030,0.000403,0.000407,0.000345,0.00035,724,864706,0.000247,0.000287,0.000241,0.000245,1938,530611,0.000269,0.00027,0.000241,0.00025699999999999996,771,577289,0.022573,0.024098,0.018436,0.020006,63972,34833300,SAFEX
0,0.020487,0.027945,0.020487,0.027944999999999998,160521,-,0.119004,0.120503,0.085913,0.099973,6672260,90168000,0.029257,0.030245,0.027562,0.028339,2585180,24322500,,,,,,,,,,,,,,,,,,,DAT
0,4.8e-05,4.8e-05,3.7e-05,4e-05,5059,29352,5e-05,5.6e-05,5e-05,5e-05,191,32650,0.000154,0.000218,0.000154,0.000185,3665,113413,7.6e-05,8.7e-05,7.1e-05,7.3e-05,263,66764,4.3e-05,5.1e-05,3.9e-05,4.7e-05,306,51286,3.2e-05,4.4e-05,3.2e-05,3.5e-05,49,57696,BITB
0,0.295069,0.407836,0.258967,0.38111,804423,-,0.316012,0.332128,0.275747,0.31280399999999997,200735,9854140,1.47,1.48,1.25,1.31,192571,46075600,,,,,,,,,,,,,,,,,,,HST
0,0.053822,0.057159,0.052411,0.053162,160705,861272,0.024604,0.029269,0.024238,0.028636,7072,394085,0.00391,0.006258,0.003644,0.004403,2039,62771,0.002112,0.002507,0.001973,0.002299,88,34090,0.023915,0.02521,0.020967,0.021955000000000002,1581,387085,0.145852,0.155737,0.141706,0.1534,24869,2372660,IOC
0,0.560287,0.615647,0.538987,0.568796,229675,-,0.916151,0.974464,0.783399,0.914472,26361,35946600,1.78,1.78,1.35,1.59,28948,69860600,,,,,,,,,,,,,,,,,,,GRID
0,0.17128,0.200363,0.171184,0.196301,14383200,-,0.13162,0.153334,0.127144,0.14641700000000002,3982560,30873500,,,,,,,,,,,,,,,,,,,,,,,,,ZPT
0,0.000505,0.000576,0.000499,0.0005740000000000001,17310,-,0.009186,0.009757,0.006648,0.008274,77250,4266740,0.071486,0.073062,0.055086,0.059824,145570,34434800,,,,,,,,,,,,,,,,,,,XSH
0,0.067261,0.069111,0.067261,0.069111,150439,-,0.033217,0.034086,0.025863,0.027675,89428,33396300,0.009564,0.013025,0.008812,0.012419,145708,9615860,,,,,,,,,,,,,,,,,,,KRM
0,0.000135,0.000144,5.4e-05,0.00011399999999999999,2706,-,0.000676,0.000701,0.000481,0.000701,3064,166739,0.001321,0.001582,0.00123,0.001372,6735,323377,0.007549,0.008354,0.007265,0.007279000000000001,16301,2007550,,,,,,,,,,,,,ERA
0,0.101895,0.10231,0.095606,0.097682,6923350,-,0.068435,0.068435,0.06243,0.064041,8545330,23909100,0.025964,0.033684,0.025001,0.031993,4626520,17876300,,,,,,,,,,,,,,,,,,,QUN
0,0.00118,0.001745,0.001176,0.001745,506,-,0.008527,0.009039,0.006072,0.006693999999999999,7589,852737,0.019879,0.025714,0.019435,0.020751,1304,1987910,0.012259,0.015222,0.011883,0.011954000000000001,1412,1225920,0.202511,0.207264,0.188957,0.197838,3947350,20251100,,,,,,,MER
0,0.036138,0.044973,0.026812,0.042554,35660,-,0.024721,0.046824,0.019401,0.022622999999999997,2376,2426740,0.031221,0.032564,0.030338,0.0305,128432,3269220,0.232167,0.246673,0.215774,0.23912199999999997,1776070,25355400,,,,,,,,,,,,,SNC
0,0.03387,0.033897,0.03023,0.033819,95286,-,0.038483,0.041074,0.035819,0.039443,90006,44382300,0.058066,0.064168,0.052011,0.05437,3468520,66959600,0.014113,0.016259,0.013477,0.015887000000000002,171198,16423000,,,,,,,,,,,,,ZSC
0,0.002732,0.009037,0.002496,0.008126999999999999,870425,354448,0.001232,0.001305,0.001094,0.001118,16407,372502,0.000621,0.000773,0.000539,0.000668,8879,187974,0.000839,0.000884,0.000559,0.000691,2554,254609,0.000214,0.000238,0.0002,0.00023700000000000001,359,65297,0.000584,0.000593,0.000422,0.000516,2393,179140,XWC
0,0.678074,0.682089,0.632335,0.640688,162143,-,0.163386,0.167104,0.151501,0.16086199999999998,62699,5146660,0.060713,0.062935,0.057224,0.059314,54707,1912470,0.04012,0.040424,0.032078,0.032637,129339,1263770,0.01842,0.018745,0.013629,0.014575999999999999,247702,580227,0.086205,0.097468,0.084008,0.08932999999999999,1892760,18103000,RVR
0,0.000555,0.00057,0.000411,0.00043200000000000004,266312,-,0.00279,0.002889,0.002654,0.0027489999999999997,839527,140294000,0.000395,0.000557,0.000392,0.00047699999999999994,159562,26005700,,,,,,,,,,,,,,,,,,,HTML
0,0.021947,0.024029,0.018327,0.020433,1161020,-,0.006296,0.007146,0.005277,0.005915,501809,14820400,,,,,,,,,,,,,,,,,,,,,,,,,RFR
0,1.62,1.96,1.62,1.91,1389230,26737500,1.97,2.34,1.83,2.14,4275920,32584900,5.98,6.42,4.38,5.42,12978100,98664500,0.976334,1.06,0.96956,1.03,2046360,16109500,,,,,,,,,,,,,EVX
0,0.075119,0.081401,0.075119,0.078306,165713,-,0.186123,0.195782,0.168079,0.195236,361604,17150800,0.154675,0.157874,0.136365,0.138105,155644,14252900,0.285234,0.29062,0.265663,0.275807,298939,26283600,,,,,,,,,,,,,TRST
0,0.035335,0.045898,0.03521,0.045592,116130,-,0.107711,0.113385,0.097512,0.097512,533568,8940040,0.27711,0.284165,0.188934,0.252564,499222,16425100,0.242839,0.267208,0.237409,0.250017,1335990,15796000,,,,,,,,,,,,,COSS
0,0.01155,0.012768,0.004917,0.004934,21446,609121,0.032654,0.032704,0.024759,0.025876999999999997,134944,2432490,0.151187,0.174501,0.144342,0.17444400000000002,549060,11270000,0.04625,0.04798,0.042659,0.043236000000000004,32131,3452960,0.016388,0.017103,0.016388,0.016769,8964,1225520,0.034426,0.035364,0.032498,0.034348000000000004,45519,2591260,BLK
0,0.013147,0.013163,0.010108,0.012423,2437,-,0.004429,0.004478,0.002347,0.002744,2595,-,0.003637,0.003637,0.003341,0.0033450000000000003,30,-,0.004698,0.00584,0.004261,0.0056170000000000005,3269,-,,,,,,,,,,,,,FLASH
0,0.226195,0.289715,0.226195,0.28533800000000004,2743890,-,0.138094,0.144452,0.13667,0.141843,262550,29933700,0.071153,0.109139,0.07083,0.09639600000000001,2980230,15430500,0.14717,0.14717,0.139377,0.142448,495975,31939300,,,,,,,,,,,,,MTH
0,0.000102,0.000108,3e-05,2.9999999999999997e-05,19,9857,0.00025,0.000876,0.000247,0.000293,2428,25593,0.000789,0.000795,0.000623,0.0007070000000000001,402,97515,6.4e-05,6.5e-05,5.7e-05,6.1e-05,28,9151,5.7e-05,6.1e-05,5.6e-05,5.6000000000000006e-05,5,9506,0.000138,0.000167,0.000133,0.000165,6,27404,THC
0,0.04787,0.04787,0.047747,0.047747000000000005,74389,-,0.048343,0.057512,0.048343,0.057497,12883,1450280,0.049135,0.049214,0.049088,0.049132,13645,1474040,0.16757,0.168555,0.165203,0.167978,57259,27402900,0.373278,0.374848,0.364864,0.36585700000000004,192112,97565700,,,,,,,LKK
0,35.05,48.58,17.67,45.63,4354180,-,36.59,37.54,32.41,32.89,515553,44748100,15.15,15.15,12.78,13.17,170853,18936100,27.47,29.0,23.0,27.22,1732090,35621800,,,,,,,,,,,,,NMR
0,1203.62,1203.62,1199.86,1200.83,2865,-,25.7,35.17,25.7,33.09,22439,-,1.48,1.49,1.24,1.3,9265,26611500,,,,,,,,,,,,,,,,,,,BCA
0,0.214134,0.233672,0.189425,0.207182,4547580,-,0.073238,0.078228,0.069279,0.07111100000000001,107114,-,,,,,,,,,,,,,,,,,,,,,,,,,FOTA
0,0.573386,2.76,0.554937,2.12,-,106829,0.72485,0.837493,0.644717,0.756,2616,162667,0.125437,0.127068,0.123561,0.123716,249,38934,0.195247,0.214523,0.194856,0.201599,46,72143,0.145625,0.153861,0.14359,0.147267,247,107447,0.286078,0.319465,0.284166,0.311281,857,404530,DMD
0,0.018969,0.036728,0.018969,0.027110000000000002,2668,-,0.250286,0.250344,0.13088,0.16639,51410,659160,0.476483,0.491485,0.445799,0.49148500000000006,16339,1294400,0.431216,0.482608,0.430286,0.46198500000000003,12367,1224880,0.271287,0.334323,0.266605,0.292796,3401,837986,15.16,16.29,14.25,14.5,2586760,51935800,RADS
0,0.070944,0.078612,0.067558,0.078612,86788100,-,0.017646,0.020769,0.017646,0.018811,24696500,30880600,0.007944,0.008266,0.007527,0.007634,3993950,13901300,,,,,,,,,,,,,,,,,,,SWFTC
0,459.88,1741.66,459.88,1738.96,1101000,-,0.341378,0.361363,0.283359,0.339835,6529,-,0.887945,0.934069,0.846988,0.857979,550086,-,0.505715,0.507958,0.399677,0.420491,1441100,6888660,0.013555,0.017333,0.011429,0.014195,657563,12013100,,,,,,,EDR
0,0.000476,0.000833,0.000476,0.000729,286765,-,0.000398,0.000429,0.000371,0.00042800000000000005,72673,5217240,,,,,,,,,,,,,,,,,,,,,,,,,BAX
0,0.318502,0.318502,0.317545,0.31754499999999997,122744,-,0.237936,0.257855,0.234258,0.23504499999999998,17363900,44018100,,,,,,,,,,,,,,,,,,,,,,,,,MTN
0,0.000121,0.000123,8.4e-05,9.2e-05,256,-,0.000393,0.000395,0.00012,0.000308,1276,275622,0.000312,0.000316,0.000159,0.00024300000000000002,20,218715,0.003704,0.004295,0.00329,0.004295,17853,2599990,0.00943,0.00943,0.007614,0.007614,6057,6618880,,,,,,,PEPECASH
0,0.022241,0.027179,0.020702,0.024907,12284200,-,0.015569,0.016465,0.015272,0.016368,46492300,31137800,,,,,,,,,,,,,,,,,,,,,,,,,OCN
0,0.361624,0.614736,0.359034,0.614736,3113160,-,0.118791,0.121048,0.102385,0.119152,283930,47509000,,,,,,,,,,,,,,,,,,,,,,,,,IDH
0,0.002262,0.002566,0.002216,0.002478,798,-,0.001148,0.001149,0.000918,0.0009630000000000001,113,409495,0.00073,0.000767,0.000583,0.000734,324,262835,0.000888,0.000936,0.000778,0.000848,250,323971,0.0054,0.005934,0.005167,0.005336,505,2016050,0.007293,0.007673,0.007137,0.007331,5495,2818100,GRC
0,5.27,7.0,4.66,5.23,35136,164050,0.38816,0.41533,0.386584,0.38927,2338,95007,0.719967,0.859872,0.685815,0.784162,16150,483062,8.27,8.99,6.79,8.77,288931,10794700,1.68,1.78,1.62,1.66,42954,3039430,,,,,,,ZCL
0,0.23114,0.297596,0.21117,0.253639,19233300,-,0.072801,0.079435,0.069971,0.07936499999999999,15157600,-,0.030512,0.035601,0.030257,0.034763,2488370,12814800,,,,,,,,,,,,,,,,,,,AIDOC
0,2.23,2.24,2.13,2.13,303101,-,1.97,2.03,1.56,1.78,947015,38722500,1.44,1.48,1.27,1.36,1150370,28315000,0.965303,1.05,0.938839,0.9876290000000001,575051,18947800,,,,,,,,,,,,,MDA
0,0.246004,0.306943,0.245344,0.30694299999999997,31763,-,0.65491,0.764332,0.49804,0.5613239999999999,106004,6375920,2.57,2.75,1.81,2.05,69931,21647300,,,,,,,,,,,,,,,,,,,PHR
0,0.005287,0.005294,0.005287,0.005291,15,73,0.005066,0.011486,0.004281,0.005929,638,37199,0.004141,0.004662,0.004141,0.004368,294,33810,0.026425,0.029064,0.023075,0.026552,2418,248320,0.010378,0.011558,0.010053,0.01105,411,121890,0.991279,1.78,0.981312,1.16,2660440,15293500,SIB
0,0.091448,0.102762,0.091448,0.10276199999999999,115322,-,0.045195,0.046872,0.041205,0.044315,329636,26024300,,,,,,,,,,,,,,,,,,,,,,,,,CHSB
0,0.008751,0.008754,0.006423,0.006423000000000001,205,-,0.001605,0.002667,0.001599,0.002659,27,48137,0.001067,0.001338,0.000914,0.001326,159,32082,0.005292,0.007432,0.005142,0.006374,91,159910,0.055362,0.056003,0.036351,0.036660000000000005,6031,1688410,,,,,,,XTO
0,2.15,2.19,1.87,1.9,101651,-,0.732646,0.77884,0.701557,0.77884,1041760,28927200,,,,,,,,,,,,,,,,,,,,,,,,,BLT
0,0.07068,0.090307,0.062659,0.06653400000000001,31248100,-,0.014329,0.019963,0.014293,0.019581,960575,26902800,,,,,,,,,,,,,,,,,,,,,,,,,KEY
0,0.040124,0.050351,0.030421,0.040248,88727,5617310,0.273788,0.288025,0.239115,0.255242,474145,38330300,0.110907,0.120108,0.10603,0.11691700000000001,77199,15526900,0.302623,0.334603,0.283992,0.331822,185408,42367200,,,,,,,,,,,,,MSP
0,1.01,1.58,0.965935,1.51,177887,-,2.01,2.06,1.75,1.97,191098,-,2.06,2.2,1.98,2.14,42117,20623400,,,,,,,,,,,,,,,,,,,UQC
0,0.003378,0.004934,0.002851,0.004934,19234,72766,0.072871,0.077725,0.06169,0.067423,80922,1950570,0.043319,0.076401,0.041753,0.076065,59288,1161660,0.021813,0.023519,0.017,0.023306999999999998,12999,586856,0.031358,0.032048,0.027501,0.028616000000000003,4744,849443,0.039691,0.041266,0.037695,0.037924,5450,1093200,VRC
0,0.823919,0.858425,0.628423,0.745318,26854,11582000,0.2919,0.311085,0.283284,0.292696,100884,4103300,0.701731,0.701731,0.575447,0.6443260000000001,177428,9864380,0.748674,0.748674,0.591932,0.688743,6136350,13050700,,,,,,,,,,,,,PRO
0,0.049522,0.073814,0.044728,0.05108,90088,-,0.052198,0.063511,0.045844,0.056137,168070,15900900,,,,,,,,,,,,,,,,,,,,,,,,,PARETO
0,0.401017,0.401433,0.400831,0.401086,82770,34479000,0.222031,0.222031,0.16644,0.19723,16660,19089900,0.163654,0.200676,0.144431,0.197473,2423630,14070800,0.23657,0.253001,0.205497,0.21145300000000003,836879,20340000,,,,,,,,,,,,,DLT
0,0.101145,0.112081,0.099455,0.11158299999999999,4844290,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBN
0,0.314597,0.315004,0.207703,0.252458,12919500,-,0.128174,0.12878,0.122519,0.126614,3416930,42633200,,,,,,,,,,,,,,,,,,,,,,,,,STK
