,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
1258, 1259 ,  SDP SydPak ,SDP," $25,472 ", $0.158597 ,"  160,608 * ", Low Vol ,-0.18%,?,33.74%
1259, 1260 ,  VOLT Bitvolt ,VOLT," $24,871 ", $0.001499 ,"  16,588,056 * ", Low Vol ,-0.18%,25.60%,21.76%
1260, 1261 ,  WBB Wild Beast Block ,WBB," $24,851 ", $0.136607 ,"  181,919 ", Low Vol ,-0.18%,1.87%,13.89%
1261, 1262 ,  GBC GBCGoldCoin ,GBC," $24,429 ", $0.002150 ,"  11,361,817 ", Low Vol ,0.00%,0.94%,-15.69%
1262, 1263 ,  OS76 OsmiumCoin ,OS76," $24,277 ", $0.027155 ,"  894,026 ", Low Vol ,-0.18%,4.35%,12.14%
1263, 1264 ,  PLNC PLNcoin ,PLNC," $24,200 ", $0.001416 ," 17,089,600 ", Low Vol ,-0.18%,-1.14%,9.90%
1264, 1265 ,  TOR Torcoin ,TOR," $23,512 ", $0.074363 ,"  316,179 ", Low Vol ,?,?,?
1265, 1266 ,  ACP AnarchistsPrime ,ACP," $21,672 ", $0.004931 ,"  4,394,874 ", Low Vol ,-9.11%,-21.71%,3.10%
1266, 1267 ,  SANDG Save and Gain ,SANDG," $19,708 ", $0.006430 ,"  3,064,800 ", Low Vol ,-0.14%,-2.31%,-5.48%
1267, 1268 ,  PRC PRCoin ,PRC," $18,404 ", $0.000916 ,"  20,086,200 ", Low Vol ,-0.18%,27.15%,6.62%
1268, 1269 ,  XRC Rawcoin ,XRC," $18,391 ", $0.026091 ,"  704,882 ", Low Vol ,-0.11%,4.07%,15.20%
1269, 1270 ,  IBANK iBank ,IBANK," $16,966 ", $0.003748 ," 4,526,324 ", Low Vol ,-0.18%,-1.87%,-9.49%
1270, 1271 ,  BIOB BioBar ,BIOB," $16,010 ", $0.018075 ,"  885,756 * ", Low Vol ,-0.18%,32.05%,28.58%
1271, 1272 ,  CTIC3 Coimatic 3.0 ,CTIC3," $14,541 ", $0.006436 ,"  2,259,512 * ", Low Vol ,-0.18%,10.78%,17.87%
1272, 1273 ,  NODC NodeCoin ,NODC," $13,282 ", $0.007913 ,"  1,678,439 ", Low Vol ,-0.18%,7.14%,22.60%
1273, 1274 ,  P7C P7Coin ,P7C," $11,735 ", $0.000333 ,"  35,220,238 ", Low Vol ,-0.18%,-16.26%,?
1274, 1275 ,  ELS Elysium ,ELS," $11,026 ", $0.002753 ,"  4,005,012 ", Low Vol ,?,4.83%,1.13%
1275, 1276 ,  SOCC SocialCoin ,SOCC," $10,959 ", $0.007913 ,"  1,384,879 ", Low Vol ,-0.18%,4.97%,4.52%
1276, 1277 ,  SLFI Selfiecoin ,SLFI," $8,982 ", $0.000083 ,"  107,829,281 ", Low Vol ,-0.18%,4.67%,19.39%
1277, 1278 ,  CTIC2 Coimatic 2.0 ,CTIC2," $7,891 ", $0.000583 ,"  13,532,750 ", Low Vol ,-0.18%,16.79%,49.30%
1278, 1279 ,  GSR GeyserCoin ,GSR," $7,436 ", $0.158680 ,"  46,864 ", Low Vol ,-0.18%,0.00%,21.48%
1279, 1280 ,  ULA Ulatech ,ULA," $4,901 ", $0.022990 ,"  213,187 ", Low Vol ,-0.18%,4.67%,17.06%
1280, 1281 ,  MGM Magnum ,MGM," $4,722 ", $0.001127 ,"  4,191,026 ", Low Vol ,?,1.14%,7.02%
1281, 1282 ,  LVPS LevoPlus ,LVPS," $3,420 ", $0.001666 ,"  2,052,712 ", Low Vol ,-0.18%,30.82%,14.55%
1282, 1283 ,  DGCS Digital Credits ,DGCS," $2,912 ", $0.000500 ,"  5,826,388 ", Low Vol ,-0.18%,25.60%,42.13%
1283, 1284 ,  CALC CaliphCoin ,CALC," $1,919 ", $0.000289 ,"  6,651,808 ", Low Vol ,-5.39%,13.94%,9.77%
1284, 1285 ,  DMB Digital Money... ,DMB," $1,722 ", $0.004088 ,"  421,300 ", ? ,?,?,113.94%
1285, 1286 ,  EBT Ebittree Coin ,EBT, $843 , $0.000666 ,"  1,264,511 ", Low Vol ,-0.18%,-16.26%,-5.06%
1286, 1287 ,  AI POLY AI ,AI, $580 , $0.000254 ,"  2,281,981 * ", Low Vol ,-0.17%,-11.35%,-46.75%
1287, 1288 ,  CKUSD CK USD ,CKUSD, ? , $0.999312 ,  ? * ," $80,475,600 ",0.04%,0.31%,?
1288, 1289 ,  ATMC ATMCoin ,ATMC, ? , $8.45 ,  ? * ," $67,620,700 ",0.31%,0.38%,5.73%
1289, 1290 ,  HT Huobi Token ,HT, ? , $1.86 ,  ? * ," $59,207,200 ",-1.34%,1.25%,8.96%
1290, 1291 ,  IPC IPChain ,IPC, ? , $0.573898 ,  ? * ," $12,095,800 ",-0.94%,6.69%,12.47%
1291, 1292 ,  WICC WaykiChain ,WICC, ? , $1.05 , ? * ," $11,833,300 ",1.46%,25.80%,89.22%
1292, 1293 ,  OC OceanChain ,OC, ? , $0.003872 , ? * ," $9,380,090 ",1.44%,6.85%,33.72%
1293,  1294 ,  WETH WETH ,WETH, ? , $520.03 , ? * ," $8,672,840 ",-0.14%,5.91%,30.50%
1294, 1295 ,  TOPC TopChain ,TOPC, ? , $0.025562 , ? * ," $4,614,290 ",0.26%,11.08%,35.68%
1295, 1296 ,  NANJ NANJCOIN ,NANJ, ? , $0.001252 ,  ? * ," $4,056,920 ",-7.14%,-19.73%,-46.89%
1296, 1297 ,  DRG Dragon Coins ,DRG, ? , $1.01 ,  ? * ," $3,906,430 ",-1.05%,-4.91%,9.97%
1297, 1298 ,  CHAT ChatCoin ,CHAT, ? , $0.092066 , ? * ," $3,702,720 ",1.30%,11.59%,29.07%
1298, 1299 ,  IQT iQuant ,IQT, ? , $0.077227 ,  ? * ," $3,128,780 ",-0.04%,5.10%,13.96%
1299, 1300 ,  NOAH Noah Coin ,NOAH, ? , $0.010365 ,  ? * ," $2,489,810 ",1.25%,13.48%,19.50%
1300, 1301 ,  AAC Acute Angle C... ,AAC, ? , $0.087646 , ? * ," $2,486,070 ",0.11%,6.72%,-4.68%
1301, 1302 ,  BSTN BitStation ,BSTN, ? , $0.002187 ,  ? * ," $2,476,920 ",0.13%,4.58%,-19.63%
1302, 1303 ,  RCT RealChain ,RCT, ? , $0.038774 ,  ? * ," $2,244,180 ",-0.45%,3.62%,43.66%
1303, 1304 ,  SHOW Show ,SHOW, ? , $0.002586 , ? * ," $1,997,770 ",1.07%,15.50%,35.70%
1304, 1305 ,  WC WINCOIN ,WC, ? , $0.766664 ,  ? ," $1,720,290 ",1.23%,-6.64%,3.69%
1305, 1306 ,  MOF Molecular Future ,MOF, ? , $0.262683 ,  ? * ," $1,636,440 ",-0.64%,5.47%,35.48%
1306, 1307 ,  FRGC Fargocoin ,FRGC, ? , $7.87 ,  ? ," $1,303,250 ",-0.80%,-12.43%,-11.02%
1307, 1308 ,  EPC Electronic PK... ,EPC, ? , $0.057196 , ? * ," $1,236,380 ",-0.25%,2.15%,45.95%
1308, 1309 ,  AMLT AMLT Token ,AMLT, ? , $0.056692 ,  ? * ," $1,210,430 ",-0.05%,4.91%,4.12%
1309, 1310 ,  OF OFCOIN ,OF, ? , $0.001203 ,  ? * ," $1,191,830 ",-0.65%,2.51%,24.73%
1310, 1311 ,  STC StarChain ,STC, ? , $0.025663 , ? * ," $1,189,640 ",-0.88%,23.64%,29.36%
1311, 1312 ,  BFT BnkToTheFuture ,BFT, ? , $0.199998 ,  ?  * ," $1,151,520 ",-0.62%,0.38%,68.13%
1312, 1313 ,  LIGHT LightChain ,LIGHT, ? , $0.001170 ,  ? * ," $1,127,520 ",-1.03%,5.17%,36.10%
1313, 1314 ,  KCASH Kcash ,KCASH, ? , $0.084793 ,  ? * ," $1,106,040 ",-0.19%,2.43%,20.94%
1314, 1315 ,  UGC ugChain ,UGC, ? , $0.037732 , ? * ," $976,731 ",0.78%,3.30%,22.59%
1315, 1316 ,  SWH Switcheo ,SWH, ? , $0.022897 ,  ? * ," $877,540 ",0.50%,30.90%,93.64%
1316, 1317 ,  BSR BitSoar ,BSR, ? , $0.001083 ,  ? ," $827,208 ",16.20%,-22.24%,-99.08%
1317, 1318 ,  FIL Filecoin [Fut... ,FIL, ? , $14.39 , ? ," $777,985 ",0.63%,14.80%,68.01%
1318, 1319 ,  NTK Neurotoken ,NTK, ? , $0.529752 ,  ? * ," $765,744 ",0.53%,7.61%,27.28%
1319, 1320 ,  TEN Tokenomy ,TEN, ? , $0.259609 ,  ? * ," $742,284 ",1.56%,4.53%,6.60%
1320, 1321 ,  GEM Gems  ,GEM, ? , $0.012539 ,  ? * ," $738,934 ",10.15%,12.60%,26.70%
1321, 1322 ,  XTZ Tezos (Pre-La... ,XTZ, ? , $2.96 , ? * ," $683,414 ",0.14%,3.47%,12.13%
1322, 1323 ,  AWR AWARE ,AWR, ? , $0.017328 , ?  * ," $639,228 ",-0.58%,2.49%,39.16%
1323, 1324 ,  CAN Content and A... ,CAN, ? , $0.013885 , ? * ," $625,830 ",0.32%,3.26%,5.45%
1324, 1325 ,  RNTB BitRent ,RNTB, ? , $0.071429 ,  ? * ," $598,106 ",-0.06%,4.60%,50.02%
1325, 1326 ,  SSC SelfSell ,SSC, ? , $0.048463 , ? * ," $573,694 ",-0.16%,4.27%,15.78%
1326, 1327 ,  ADK Aidos Kuneen ,ADK, ? , $18.33 ,  ? * ," $562,411 ",0.58%,-7.74%,55.23%
1327, 1328 ,  SCC StockChain ,SCC, ? , $0.045005 ,  ? * ," $491,430 ",0.53%,3.46%,28.38%
1328, 1329 ,  SBTC Super Bitcoin ,SBTC, ? , $9.40 ,  ? ," $479,029 ",-2.23%,-16.84%,36.08%
1329, 1330 ,  MAG Maggie ,MAG, ? , $0.013167 ,  ? * ," $470,344 ",-0.20%,2.02%,17.33%
1330, 1331 ,  UGT UG Token ,UGT, ? , $0.500315 ,  ? * ," $466,855 ",-0.16%,6.78%,32.45%
1331, 1332 ,  LBTC Lightning Bit... ,LBTC, ? , $64.15 ,  ? ," $449,272 ",-0.01%,-1.29%,-26.27%
1332, 1333 ,  CFUN CFun ,CFUN, ? , $0.008879 ,  ? * ," $441,646 ",-0.85%,9.31%,48.04%
1333, 1334 ,  UBTC United Bitcoin ,UBTC, ? , $13.47 ,  ? ," $428,514 ",0.58%,2.74%,17.62%
1334, 1335 ,  BIG BigONE Token ,BIG, ? , $1.69 , ? * ," $389,549 ",-0.45%,35.96%,51.15%
1335, 1336 ,  AVH Animation Vis... ,AVH, ? , $0.007634 ,  ? * ," $373,572 ",0.47%,8.80%,28.15%
1336, 1337 ,  XUC Exchange Union ,XUC, ? , $6.28 ,  ? * ," $365,067 ",-0.48%,2.69%,16.72%
1337, 1338 ,  XTD XTD Coin ,XTD, ? , $0.000250 , ? ," $362,188 ",-0.18%,214.01%,134.48%
1338, 1339 ,  BCX BitcoinX ,BCX, ? , $0.007690 ,  ? ," $361,292 ",-3.18%,-0.22%,38.24%
1339, 1340 ,  ODE ODEM ,ODE,  ? , $0.101939 ,  ? * ," $340,335 ",-1.53%,-3.88%,?
1340, 1341 ,  XIN Infinity Econ... ,XIN, ? , $0.009763 ,  ? * ," $290,566 ",3.08%,-0.42%,-17.18%
1341, 1342 ,  TBAR Titanium BAR ,TBAR, ? , $0.431005 ,  ? * ," $290,330 ",-0.96%,-3.14%,2.74%
1342, 1343 ,  TPAY TokenPay ,TPAY, ? , $4.11 ,  ? * ," $287,517 ",-2.12%,8.04%,91.25%
1343, 1344 ,  FAIR FairGame ,FAIR, ? , $0.019182 , ? * ," $263,215 ",-4.02%,3.89%,33.69%
1344, 1345 ,  VLC ValueChain ,VLC, ? , $0.040025 , ? * ," $261,241 ",-5.16%,7.15%,19.56%
1345, 1346 ,  QUBE Qube ,QUBE, ? , $0.040890 , ? * ," $228,286 ",2.43%,6.93%,23.61%
1346, 1347 ,  ECH Etherecash ,ECH, ? , $0.343126 , ? * ," $183,394 ",-0.18%,-0.03%,14.13%
1347, 1348 ,  CMS COMSA [ETH] ,CMS, ? , $0.551746 ,  ? * ," $178,369 ",-1.53%,2.03%,0.82%
1348, 1349 ,  LCC Litecoin Cash ,LCC, ? , $0.164233 ,  ? ," $148,250 ",0.55%,4.95%,-7.64%
1349, 1350 ,  CMS COMSA [XEM] ,CMS, ? , $0.557037 , ? * ," $139,242 ",-1.22%,2.40%,-1.06%
1350, 1351 ,  IDT InvestDigital ,IDT, ? , $0.047787 , ? * ," $131,332 ",-3.52%,7.15%,21.34%
1351, 1352 ,  XDCE XinFin Network ,XDCE, ? , $0.003601 ,  ? * ," $120,061 ",-0.30%,-5.47%,?
1352, 1353 ,  B2X SegWit2x ,B2X, ? , $1.21 ,  ? ," $115,797 ",6.22%,79.72%,33.28%
1353, 1354 ,  PRS PressOne ,PRS, ? , $0.195106 , ? * ," $100,540 ",1.34%,9.71%,26.24%
1354, 1355 ,  HPY Hyper Pay ,HPY, ? , $0.031747 ,  ? * ," $97,608 ",-1.65%,5.99%,36.70%
1355, 1356 ,  UIP UnlimitedIP ,UIP, ? , $0.025265 ,  ? * ," $93,894 ",-4.11%,-0.13%,24.74%
1356, 1357 ,  MLM MktCoin ,MLM,  ? , $0.020630 ,  ? ," $84,522 ",-0.85%,8.11%,-28.62%
1357, 1358 ,  XID Sphre AIR  ,XID, ? , $0.160574 ,  ? * ," $78,653 ",-0.19%,4.73%,25.99%
1358, 1359 ,  XSN StakeNet ,XSN, ? , $0.399133 ,  ? * ," $75,981 ",1.40%,14.83%,?
1359, 1360 ,  BT2 BT2 [CST] ,BT2, ? , $49.71 , ? * ," $73,901 ",-0.18%,4.11%,21.30%
1360, 1361 ,  SBC StrikeBitClub ,SBC, ? , $0.004581 ,  ? ," $66,759 ",2.75%,5.31%,-10.80%
1361, 1362 ,  BCDN BlockCDN ,BCDN, ? , $0.026791 ,  ? * ," $57,680 ",-0.26%,4.96%,26.61%
1362, 1363 ,  VIT Vice Industry... ,VIT, ? , $0.033657 ,  ? * ," $57,412 ",0.16%,15.86%,78.81%
1363, 1364 ,  HIRE HireMatch ,HIRE, ? , $0.036813 ,  ? * ," $55,595 ",-0.16%,11.55%,35.19%
1364, 1365 ,  MOAC MOAC ,MOAC, ? , $9.14 ,  ? * ," $43,737 ",-0.09%,4.81%,2.45%
1365, 1366 ,  SWTC Jingtum Tech ,SWTC, ? , $0.006952 ,  ? * ," $42,617 ",-0.74%,4.35%,12.33%
1366, 1367 ,  XTL Stellite ,XTL, ? , $0.001000 ,  ? ," $42,513 ",-2.12%,-3.62%,?
1367, 1368 ,  THS TechShares ,THS, ? , $0.439214 ,  ? * ," $37,867 ",-0.06%,29.46%,-8.57%
1368, 1369 ,  STEX STEX ,STEX, ? , $1.82 ,  ? * ," $36,637 ",-0.18%,15.20%,68.01%
1369, 1370 ,  FDZ Friendz ,FDZ, ? , $0.021308 ,  ? * ," $36,144 ",0.07%,9.41%,37.64%
1370, 1371 ,  NCT PolySwarm ,NCT, ? , $0.009607 ,  ? * ," $35,841 ",-1.94%,9.77%,?
1371, 1372 ,  CEFS CryptopiaFeeS... ,CEFS, ? , $1667.74 , ?  * ," $34,578 ",-1.14%,5.17%,26.98%
1372, 1373 ,  EDT EtherDelta Token ,EDT, ? , $0.007110 ,  ? * ," $34,089 ",-0.16%,-10.65%,25.06%
1373, 1374 ,  ZENGOLD ZenGold ,ZENGOLD, ? , $0.036751 ,  ? * ," $32,088 ",-9.37%,38.13%,155.73%
1374, 1375 ,  HLC HalalChain ,HLC, ? , $0.094054 ,  ? * ," $32,043 ",-0.53%,6.82%,33.39%
1375, 1376 ,  PCL Peculium ,PCL, ? , $0.004073 ,  ? * ," $27,645 ",-2.94%,5.82%,70.19%
1376, 1377 ,  DATX DATx ,DATX, ? , $0.023581 ,   ? * ," $27,478 ",-0.14%,-5.11%,54.79%
1377, 1378 ,  ZBC Zilbercoin ,ZBC, ? , $0.039756 ,  ? * ," $27,302 ",33.00%,72.66%,329.03%
1378, 1379 ,  MSD MSD ,MSD, ? , $0.032450 ,  ? * ," $26,532 ",3.30%,24.07%,18.70%
1379, 1380 ,  GBG Golos Gold ,GBG, ? , $0.069692 ,  ? * ," $20,781 ",-0.19%,0.70%,43.98%
1380, 1381 ,  ENT ENTCash ,ENT, ? , $0.023145 , ? * ," $20,616 ",-4.14%,24.43%,67.51%
1381, 1382 ,  READ Read ,READ, ? , $0.018074 ,  ? * ," $18,835 ",-0.90%,-1.27%,5.67%
1382, 1383 ,  FLUZ Fluz Fluz ,FLUZ, ? , $0.073262 ,  ? * ," $16,897 ",-2.39%,-2.59%,12.16%
1383, 1384 ,  UTT United Trader... ,UTT, ? , $0.384780 ,  ? * ," $15,153 ",-9.19%,9.19%,31.73%
1384, 1385 ,  LST Lendroid Supp... ,LST, ? , $0.009706 ,  ? * ," $13,254 ",2.05%,15.30%,42.87%
1385, 1386 ,  GOD Bitcoin God ,GOD, ? , $28.33 , ? * ," $11,529 ",13.68%,-2.56%,64.97%
1386, 1387 ,  ANI Animecoin ,ANI, ? , $0.005498 , ? ," $11,074 ",1.35%,7.70%,82.15%
1387, 1388 ,  FRN Francs ,FRN, ? , $0.035361 ,  ? ," $10,682 ",-12.93%,74.89%,79.16%
1388, 1389 ,  IDXM IDEX Membership ,IDXM, ? , $2079.73 ,  ? * ," $10,616 ",2.21%,5.33%,35.42%
1389, 1390 ,  HQX HOQU ,HQX, ? , $0.036540 ,  ? * ," $9,701 ",-5.06%,-8.52%,-7.83%
1390, 1391 ,  SKR Sakuracoin ,SKR, ? , $0.004915 ,  ? ," $8,895 ",12.02%,-5.07%,158.78%
1391, 1392 ,  TURBO TurboCoin ,TURBO, ? , $0.000083 , ? * ," $8,082 ",-12.65%,-40.18%,-40.23%
1392, 1393 ,  EMB EmberCoin ,EMB, ? , $0.000001 ,  ? * ," $6,860 ",-1.06%,13.82%,-22.14%
1393, 1394 ,  GLA Gladius Token ,GLA, ? , $0.378125 ,  ? * ," $6,650 ",0.26%,0.99%,13.18%
1394, 1395 ,  HDLB HODL Bucks ,HDLB, ? , $0.083047 ,  ? * ," $6,482 ",0.25%,-14.90%,66.99%
1395, 1396 ,  AV AvatarCoin ,AV, ? , $0.226651 , ? * ," $6,258 ",2.01%,21.11%,5.22%
1396, 1397 ,  CANDY Candy ,CANDY, ? , $0.000263 , ?  * ," $5,988 ",-0.16%,6.79%,8.84%
1397, 1398 ,  WA WA Space ,WA, ? , $0.009746 ,  ? ," $5,529 ",2.06%,5.57%,11.04%
1398, 1399 ,  BAR Titanium Bloc... ,BAR, ? , $0.005879 ,  ? * ," $5,385 ",-0.30%,13.88%,-18.37%
1399, 1400 ,  GCS GameChain System ,GCS, ? , $0.005431 ,  ? * ," $5,309 ",-0.32%,11.42%,0.17%
1400, 1401 ,  SHA SHACoin ,SHA, ? , $0.001000 , ? ," $4,989 ",8.89%,3.51%,48.02%
1401, 1402 ,  EAG EA Coin ,EAG, ? , $0.023394 ,  ? ," $4,387 ",-0.18%,23.81%,39.81%
1402, 1403 ,  SIG Signal Token ,SIG, ? , $0.019274 ,  ? * ," $4,321 ",0.59%,6.15%,16.89%
1403, 1404 ,  SEN Consensus ,SEN, ? , $0.016772 ,  ? * ," $4,021 ",-0.16%,16.33%,60.60%
1404, 1405 ,  ESC Escroco ,ESC, ? , $0.165261 ,  ? * ," $3,563 ",-0.18%,15.01%,27.42%
1405, 1406 ,  SIC Swisscoin ,SIC, ? , $0.000500 ,  ? ," $3,466 ",-0.18%,5.65%,9.27%
1406, 1407 ,  ABC Alphabit ,ABC, ? , $54.89 ,  ? * ," $2,867 ",-0.18%,-18.53%,50.35%
1407, 1408 ,  INDI Indicoin ,INDI, ? , $0.009996 ,  ? * ," $2,792 ",-3.62%,-15.16%,1.72%
1408, 1409 ,  GARY President Joh... ,GARY, ? , $0.108452 ,  ? * ," $2,169 ",-0.18%,-8.04%,55.62%
1409, 1410 ,  XOT Internet of T... ,XOT, ? , $1062.84 ,  ? * ," $2,109 ",-0.18%,?,18.42%
1410, 1411 ,  TLE Tattoocoin (L... ,TLE, ? , $7.66 ,  ? * ," $2,098 ",129.43%,60.39%,-36.21%
1411, 1412 ,  INDIA India Coin ,INDIA, ? , $0.000833 ,  ? * ," $2,097 ",-0.18%,-1.36%,170.28%
1412, 1413 ,  MCR Macro ,MCR, ? , $0.453766 ,  ? * ," $2,097 ",0.89%,-8.48%,12.12%
1413, 1414 ,  PLX PlexCoin ,PLX, ? , $0.012677 ,  ? * ," $1,809 ",-0.18%,7.89%,-6.24%
1414, 1415 ,  PCS Pabyosi Coin ... ,PCS, ? , $0.108286 ,  ? ," $1,622 ",-0.18%,-2.81%,10.22%
1415, 1416 ,  PRES President Trump ,PRES, ? , $0.009095 ,  ? * ," $1,598 ",-0.18%,-21.65%,-1.78%
1416, 1417 ,  ASN Aseancoin ,ASN, ? , $0.003998 ,  ? ," $1,539 ",-0.19%,-29.78%,15.40%
1417, 1418 ,  SUP Superior Coin ,SUP, ? , $0.001704 , ? ," $1,431 ",-0.63%,2.89%,-0.52%
1418, 1419 ,  BUB Bubble ,BUB, ? , $0.049978 ,  ? * ," $1,356 ",-10.88%,-20.81%,85.62%
1419, 1420 ,  XRY Royalties ,XRY, ? , $0.000089 ,  ? ," $1,315 ",0.00%,-39.76%,-15.34%
1420, 1421 ,  ANTX Antimatter ,ANTX, ? , $0.000167 , ? ," $1,243 ",-0.19%,-30.22%,-33.53%
1421, 1422 ,  TER TerraNova ,TER, ? , $8.74 ,  ? ," $1,210 ",-0.15%,3.65%,-5.74%
1422, 1423 ,  FLAP FlappyCoin ,FLAP, ? , $0.000007 ,  ? ," $1,204 ",-0.07%,-29.10%,-67.65%
1423, 1424 ,  CRYPT CryptCoin ,CRYPT, ? , $0.122696 ,  ? ," $1,012 ",-0.18%,6.96%,36.25%
1424, 1425 ,  BSN Bastonet ,BSN, ? , $0.001166 , ? * , $976 ,-0.19%,12.95%,6.01%
1425, 1426 ,  SJCX Storjcoin X ,SJCX, ? , $0.757309 ,  ? * , $969 ,0.00%,6.77%,-0.88%
1426, 1427 ,  HIGH High Gain ,HIGH, ? , $0.000416 , ? , $957 ,-0.18%,5.81%,-2.92%
1427, 1428 ,  XSTC Safe Trade Coin ,XSTC, ? , $0.000833 ,  ? * , $934 ,-0.18%,25.34%,52.16%
1428, 1429 ,  VULC Vulcano ,VULC, ? , $0.001257 ,  ? , $899 ,-0.23%,0.15%,44.99%
1429, 1430 ,  BITCF First Bitcoin... ,BITCF, ? , $0.144103 , ? * , $897 ,-0.18%,?,-16.62%
1430, 1431 ,  SLOTH Slothcoin ,SLOTH, ? , $0.000011 ,  ? , $838 ,-1.00%,67.92%,141.45%
1431, 1432 ,  TESLA TeslaCoilCoin ,TESLA, ? , $0.416567 ,  ? * , $755 ,-0.18%,-60.34%,-53.57%
1432, 1433 ,  HC Harvest Maste... ,HC, ? , $0.150018 ,  ? , $752 ,-8.56%,5.64%,15.78%
1433, 1434 ,  CLD Cloud ,CLD, ? , $0.076066 ,  ? * , $722 ,-4.75%,14.82%,94.65%
1434, 1435 ,  CYDER Cyder ,CYDER, ? , $0.001583 ,  ? * , $670 ,-0.18%,-15.07%,-34.47%
1435, 1436 ,  BTCM BTCMoon ,BTCM, ? , $0.005437 ,  ? * , $660 ,0.65%,-0.69%,8.72%
1436, 1437 ,  SJW SJWCoin ,SJW, ? , $0.000500 , ? , $638 ,-0.18%,-1.95%,31.41%
1437, 1438 ,  DAV DavorCoin ,DAV, ? , $0.010912 ,  ? * , $607 ,1.36%,9.94%,18.77%
1438, 1439 ,  WIC Wi Coin ,WIC, ? , $0.001073 ,  ? *  , $588 ,-0.18%,9.80%,14.82%
1439, 1440 ,  NMS Numus ,NMS, ? , $0.882620 ,  ? * , $572 ,4.43%,2.22%,-1.76%
1440, 1441 ,  GRX GOLD Reward T... ,GRX, ? , $0.009254 ,  ? * , $509 ,0.00%,-14.73%,-24.56%
1441, 1442 ,  SPK Sparks ,SPK, ? , $0.034630 ,  ? , Low Vol ,2.45%,13.33%,34.78%
1442, 1443 ,  CFC CoffeeCoin ,CFC, ? , $0.002332 ,  ? * , Low Vol ,-0.18%,27.42%,58.23%
1443, 1444 ,  NUMUS NumusCash ,NUMUS, ? , $0.000167 , ? * , Low Vol ,-0.18%,4.67%,7.45%
1444, 1445 ,  PRN Protean ,PRN, ? , $0.000052 , ? * , Low Vol ,3.47%,42.44%,-19.63%
1445, 1446 ,  BLAZR BlazerCoin ,BLAZR, ? , $0.003025 , ? , Low Vol ,-0.17%,5.59%,14.21%
1446, 1447 ,  UR UR ,UR, ? , $0.001166 ,  ? , Low Vol ,-6.84%,12.72%,38.45%
1447, 1448 ,  OX OX Fina ,OX, ? , $0.000416 ,  ? * , Low Vol ,-0.18%,-2.37%,41.49%
1448, 1449 ,  X2 X2 ,X2, ? , $0.000250 ,  ? * , Low Vol ,-0.18%,4.67%,35.57%
1449, 1450 ,  EDRC EDRCoin ,EDRC, ? , $0.098342 ,  ? * , Low Vol ,-0.02%,13.85%,12.70%
1450, 1451 ,  WINK Wink ,WINK, ? , $0.000507 , ? * , Low Vol ,0.07%,-65.16%,-3.41%
1451, 1452 ,  MAGN Magnetcoin ,MAGN, ? , $0.127028 ,  ? , Low Vol ,-0.18%,-21.95%,-13.43%
1452, 1453 ,  MARX MarxCoin ,MARX, ? , $0.001500 ,  ? , Low Vol ,-0.18%,11.75%,20.84%
1453, 1454 ,  NOX Nitro ,NOX, ? , $0.148925 ,  ? * , Low Vol ,-0.16%,-16.88%,42.65%
1454, 1455 ,  MONETA Moneta ,MONETA, ? , $0.000333 ,  ? , Low Vol ,-0.18%,4.67%,-6.11%
1455, 1456 ,  GMX GoldMaxCoin ,GMX, ? , $0.000842 , ? * , Low Vol ,0.57%,5.77%,64.28%
1456, 1457 ,  RUNNERS Runners ,RUNNERS, ? , $0.000250 ,  ? * , Low Vol ,-0.18%,4.67%,21.80%
1457, 1458 ,  UNC UNCoin ,UNC, ? , $0.000083 ,  ? * , Low Vol ,-0.18%,4.67%,18.67%
1458, 1459 ,  NEOG NEO GOLD ,NEOG, ? , $0.002332 ,  ? * , Low Vol ,-0.18%,-1.85%,-4.88%
1459, 1460 ,  XBP BlitzPredict ,XBP, ? , $0.002380 ,  ? * , Low Vol ,-0.16%,-22.77%,-38.39%
1460, 1461 ,  RBBT RabbitCoin ,RBBT, ? , $0.000065 ,  ? , Low Vol ,3.98%,-3.82%,35.32%
1461, 1462 ,  LEVO Levocoin ,LEVO, ? , $0.001666 ,  ? , Low Vol ,-0.18%,10.18%,-22.78%
1462, 1463 ,  DMC DynamicCoin ,DMC, ? , $0.001014 ,  ? , Low Vol ,-0.26%,-8.66%,-8.30%
1463, 1464 ,  LAZ Lazaruscoin ,LAZ, ? , $0.000833 , ? * , Low Vol ,-0.18%,-4.85%,-0.67%
1464, 1465 ,  DON Donationcoin ,DON, ? , $0.001166 , ? , Low Vol ,-0.18%,12.72%,35.44%
1465, 1466 ,  QBT Cubits ,QBT, ? , $0.004082 , ? , Low Vol ,-0.18%,11.50%,21.85%
1466, 1467 ,  BAT BatCoin ,BAT, ? , $0.000083 , ? , Low Vol ,-0.18%,4.67%,18.67%
1467, 1468 ,  FAP FAPcoin ,FAP, ? , $0.000922 ,  ? * , Low Vol ,-0.18%,-27.62%,-22.26%
1468, 1469 ,  EREAL eREAL ,EREAL, ? , $0.000922 ,  ? * , Low Vol ,16.56%,55.84%,?
1469, 1470 ,  SND Sand Coin ,SND, ? , $0.816304 ,  ? * , Low Vol ,-0.11%,52.39%,22.87%
1470, 1471 ,  AKY Akuya Coin ,AKY, ? , $0.003165 ,  ? , Low Vol ,-0.18%,-0.63%,9.51%
